event_id,utc,ra,dec,energy_tev,signalness,notice_type,mjd,z_est
138599_39138591_rev0,2023-11-25 22:34:56.640000+00:00,176.2601,52.6366,191.73,0.63125,GOLD,60273.94093333334,
138599_39138591_rev1,2023-11-25 22:34:56.640000+00:00,177.53,53.6199,191.73,0.63125,GOLD,60273.94093333334,
138632_31747601_rev1,2023-12-02 17:08:24.090000+00:00,139.0399,0.3699,108.22,0.27139,BRONZE,60280.714167708335,
138632_31747601_rev0,2023-12-02 17:08:24.090000+00:00,138.6545,0.1418,108.22,0.27139,BRONZE,60280.714167708335,
138669_4054005_rev0,2023-12-11 00:47:31.790000+00:00,312.6131,10.0527,106.32,0.27746,BRONZE,60289.0330068287,
138669_4054005_rev1,2023-12-11 00:47:31.790000+00:00,311.48,10.2799,106.32,0.27746,BRONZE,60289.0330068287,
138821_46175426_rev0,2024-01-05 12:27:42.570000+00:00,72.8929,11.3262,109.5,0.30123,BRONZE,60314.51924270834,
138821_46175426_rev1,2024-01-05 12:27:42.570000+00:00,72.6899,11.4199,109.5,0.30123,BRONZE,60314.51924270834,
138821_46175426_rev2,2024-01-05 12:27:42.570000+00:00,72.6899,11.4199,109.5,0.30123,BRONZE,60314.51924270834,
138890_34080563_rev0,2024-01-23 11:25:36.050000+00:00,357.6378,4.3696,110.48,0.26712,BRONZE,60332.476111689815,
138890_34080563_rev1,2024-01-23 11:25:36.050000+00:00,357.54,4.2599,110.48,0.26712,BRONZE,60332.476111689815,
138938_62272876_rev1,2024-02-04 09:09:00.440000+00:00,348.3999,10.2799,155.92,0.41419,BRONZE,60344.3812550926,
138938_62272876_rev0,2024-02-04 09:09:00.440000+00:00,348.6482,11.0595,155.92,0.41419,BRONZE,60344.3812550926,
139071_47725621_rev1,2024-02-29 15:48:21.510000+00:00,72.25,15.7899,163.23,0.47676,BRONZE,60369.65858229166,
139071_47725621_rev0,2024-02-29 15:48:21.510000+00:00,72.4529,15.9956,163.23,0.47676,BRONZE,60369.65858229166,
139100_34742349_rev0,2024-03-07 07:44:57.380000+00:00,238.9767,39.6133,191.91,0.60604,GOLD,60376.3228863426,
139100_34742349_rev1,2024-03-07 07:44:57.380000+00:00,239.6299,39.9399,191.91,0.60604,GOLD,60376.3228863426,
139204_39158985_rev2,2024-03-27 11:04:49.920000+00:00,25.3999,7.78,199.66,0.53864,GOLD,60396.46168888889,
139204_39158985_rev0,2024-03-27 11:04:49.920000+00:00,25.6232,7.7106,199.66,0.53864,GOLD,60396.46168888889,
139204_39158985_rev1,2024-03-27 13:44:38+00:00,25.3999,7.78,199.66,0.53864,GOLD,60396.57266203704,
139205_9784024_rev1,2024-03-27 16:12:30.470000+00:00,89.2099,0.93,152.69,0.37111,BRONZE,60396.67535266203,
139205_9784024_rev0,2024-03-27 16:12:30.470000+00:00,88.8857,1.3239,152.69,0.37111,BRONZE,60396.67535266203,
139279_10803235_rev0,2024-04-12 05:33:46.890000+00:00,103.7861,5.8716,121.26,0.3091,BRONZE,60412.231792708335,
139279_10803235_rev1,2024-04-12 05:33:46.890000+00:00,102.4399,6.3499,121.26,0.3091,BRONZE,60412.231792708335,
139303_27647445_rev0,2024-04-19 23:25:41.040000+00:00,74.1535,1.0796,120.84,0.31477,BRONZE,60419.976169444446,
139303_27647445_rev1,2024-04-19 23:25:41.040000+00:00,73.17,1.6399,120.84,0.31477,BRONZE,60419.976169444446,
139315_50057906_rev0,2024-04-24 01:49:26+00:00,326.5299,3.1619,192.35,0.50816,GOLD,60424.07599537037,
139315_50057906_rev1,2024-04-24 01:49:26+00:00,327.0799,3.06,192.35,0.50816,GOLD,60424.07599537037,
139674_30853199_rev0,2024-07-21 16:17:25.760000+00:00,354.9429,22.5349,147.03,0.45363,BRONZE,60512.678770370374,
139674_30853199_rev1,2024-07-21 16:17:25.760000+00:00,354.99,22.67,147.03,0.45363,BRONZE,60512.678770370374,
139685_1723093_rev0,2024-07-25 05:11:37.930000+00:00,60.9671,48.8288,105.12,0.38672,BRONZE,60516.21641122686,
139685_1723093_rev1,2024-07-25 05:11:37.930000+00:00,60.95,49.31,105.12,0.38672,BRONZE,60516.21641122686,
139735_13003768_rev1,2024-08-08 06:32:39.250000+00:00,55.77,31.8299,126.77,0.44494,BRONZE,60530.27267650463,
139735_13003768_rev0,2024-08-08 06:32:39.250000+00:00,51.4909,32.456,126.77,0.44494,BRONZE,60530.27267650463,
139912_46959751_rev1,2024-09-29 09:55:54.030000+00:00,180.6599,18.92,267.79,0.7117,GOLD,60582.41381979166,
139912_46959751_rev0,2024-09-29 09:55:54.030000+00:00,180.341,19.2833,267.79,0.7117,GOLD,60582.41381979166,
139939_8268246_rev0,2024-10-06 22:38:14.300000+00:00,59.2921,8.2802,133.26,0.3469,BRONZE,60589.943221064816,
139939_8268246_rev1,2024-10-06 22:38:14.300000+00:00,58.3599,8.3499,133.26,0.3469,BRONZE,60589.943221064816,
139977_2910365_rev0,2024-10-16 00:58:31.750000+00:00,112.329,-33.5285,2403.3,0.67112,GOLD,60599.04064525463,
139977_2910365_rev1,2024-10-16 00:58:31.750000+00:00,112.329,-33.5285,0.0,0.0,GOLD,60599.04064525463,
140078_30891383_rev0,2024-11-13 00:22:20.680000+00:00,196.193,8.4907,105.44,0.26333,BRONZE,60627.01551712962,
140078_30891383_rev1,2024-11-13 14:38:33+00:00,196.1699,8.57,105.44,0.26333,BRONZE,60627.610104166655,
140125_41215060_rev0,2024-11-27 14:11:14.420000+00:00,163.7624,5.9126,187.67,0.49125,GOLD,60641.59113912037,
140125_41215060_rev1,2024-11-27 14:11:14.420000+00:00,164.09,5.3799,187.67,0.49125,GOLD,60641.59113912037,
140284_303893_rev1,2024-12-24 07:10:04.350000+00:00,184.9699,2.7599,114.26,0.29161,BRONZE,60668.298661458335,
140284_303893_rev0,2024-12-24 07:10:04.350000+00:00,185.0559,2.7671,114.26,0.29161,BRONZE,60668.298661458335,
140312_53817657_rev1,2025-01-01 21:04:57.730000+00:00,318.9599,-0.93,161.47,0.40579,BRONZE,60676.87844594907,
140312_53817657_rev0,2025-01-01 21:04:57.730000+00:00,319.0062,-0.9333,161.47,0.40579,BRONZE,60676.87844594907,
140314_61338661_rev0,2025-01-02 13:48:01.920000+00:00,262.6816,6.6574,107.0,0.25888,BRONZE,60677.57502222222,
140314_61338661_rev1,2025-01-02 13:48:01.920000+00:00,262.79,6.69,107.0,0.25888,BRONZE,60677.57502222222,
140436_11917698_rev0,2025-02-03 03:59:29.200000+00:00,253.2663,-1.2745,114.29,0.30465,BRONZE,60709.16631018518,
140436_11917698_rev1,2025-02-03 03:59:29.200000+00:00,253.3,-1.31,114.29,0.30465,BRONZE,60709.16631018518,
140472_78196104_rev0,2025-02-07 02:07:55.270000+00:00,130.2648,17.0426,159.11,0.46806,BRONZE,60713.08883414351,
140472_78196104_rev1,2025-02-07 02:07:55.270000+00:00,132.93,20.66,159.11,0.46806,BRONZE,60713.08883414351,
140601_60511904_rev0,2025-03-02 03:20:52.900000+00:00,348.3255,3.6783,1453.8,0.9723,GOLD,60736.139501157406,
140601_60511904_rev1,2025-03-02 03:20:52.900000+00:00,348.22,3.5499,1453.8,0.9723,GOLD,60736.139501157406,
140626_1288692_rev0,2025-03-09 07:36:04.750000+00:00,210.8008,-10.4397,4132.4,0.50757,GOLD,60743.31672164352,
140626_1288692_rev1,2025-03-09 07:36:04.750000+00:00,211.0699,-10.73,4132.4,0.50757,GOLD,60743.31672164352,
140729_49427574_rev0,2025-03-30 08:31:06.320000+00:00,307.3273,10.976,147.57,0.39274,BRONZE,60764.35493425925,
140729_49427574_rev1,2025-03-30 08:31:06.320000+00:00,307.5299,11.07,147.57,0.39274,BRONZE,60764.35493425925,
140752_31006975_rev0,2025-04-06 22:50:35.340000+00:00,81.8104,16.669,186.21,0.55963,GOLD,60771.95179791667,
140752_31006975_rev1,2025-04-06 22:50:35.340000+00:00,81.4699,16.96,186.21,0.55963,GOLD,60771.95179791667,
140799_37236133_rev0,2025-04-16 18:32:14.970000+00:00,83.091,15.4414,114.47,0.34842,BRONZE,60781.772395486114,
140799_37236133_rev1,2025-04-16 20:17:54+00:00,83.0999,15.64,114.47,0.34842,BRONZE,60781.84576388889,
140824_2517159_rev1,2025-04-21 17:06:08.070000+00:00,240.9099,28.67,151.43,0.48073,BRONZE,60786.71259340277,
140824_2517159_rev0,2025-04-21 17:06:08.070000+00:00,240.7203,28.6896,151.43,0.48073,BRONZE,60786.71259340277,
140843_52432631_rev1,2025-04-26 17:44:58.160000+00:00,296.37,20.6999,111.94,0.36116,BRONZE,60791.73956203704,
140843_52432631_rev0,2025-04-26 17:44:58.160000+00:00,296.2668,20.6912,111.94,0.36116,BRONZE,60791.73956203704,
140870_26727884_rev0,2025-04-29 15:23:15.620000+00:00,59.6563,25.2127,397.37,0.82016,GOLD,60794.64115300926,
140870_26727884_rev1,2025-04-29 15:23:15.620000+00:00,59.6799,25.32,397.37,0.82016,GOLD,60794.64115300926,
140896_73492707_rev0,2025-05-06 14:14:12.090000+00:00,116.4502,35.3241,123.2,0.44177,BRONZE,60801.593195486115,
140896_73492707_rev1,2025-05-06 14:14:12.090000+00:00,116.5,35.32,123.2,0.44177,BRONZE,60801.593195486115,
141104_37015490_rev0,2025-07-06 13:14:40.040000+00:00,265.977,38.9943,212.08,0.65223,GOLD,60862.55185231481,
141104_37015490_rev1,2025-07-06 13:14:40.040000+00:00,266.0,38.9699,212.08,0.65223,GOLD,60862.55185231481,
141112_11292662_rev0,2025-07-08 14:05:19.540000+00:00,223.1718,26.7547,115.72,0.40607,BRONZE,60864.58703171296,
141112_11292662_rev1,2025-07-08 18:56:33+00:00,222.71,26.4899,115.72,0.40607,BRONZE,60864.789270833324,
141198_19914656_rev1,2025-08-04 20:16:26.650000+00:00,79.5,16.6499,118.88,0.36889,BRONZE,60891.84475289353,
141198_19914656_rev0,2025-08-04 20:16:26.650000+00:00,79.4058,16.6229,118.88,0.36889,BRONZE,60891.84475289353,
141240_9390028_rev0,2025-08-13 03:21:09.690000+00:00,275.3571,8.5937,151.08,0.38274,BRONZE,60900.13969548612,
141240_9390028_rev1,2025-08-13 03:21:09.690000+00:00,275.36,8.2699,151.08,0.38274,BRONZE,60900.13969548612,
141300_5972385_rev0,2025-08-31 18:00:45.820000+00:00,105.6346,5.1002,159.04,0.38036,BRONZE,60918.75053032408,
141300_5972385_rev1,2025-08-31 18:00:45.820000+00:00,105.64,5.04,159.04,0.38036,BRONZE,60918.75053032408,
141315_25569816_rev0,2025-09-05 20:08:36+00:00,348.9545,38.2716,165.96,0.5425,BRONZE,60923.83930555556,
141315_25569816_rev1,2025-09-05 20:08:36+00:00,348.31,38.8699,165.96,0.5425,BRONZE,60923.83930555556,
141390_64842455_rev1,2025-09-26 12:28:55.170000+00:00,131.0,9.97,106.51,0.27874,BRONZE,60944.52008298611,
141390_64842455_rev0,2025-09-26 12:28:55.170000+00:00,131.0322,10.1019,106.51,0.27874,BRONZE,60944.52008298611,
141456_888784_rev0,2025-10-08 22:35:50.930000+00:00,32.6247,-37.3832,320.04,0.38646,BRONZE,60956.94156168982,
141456_888784_rev1,2025-10-08 22:35:50.930000+00:00,32.6247,-37.3832,0.0,0.0,BRONZE,60956.94156168982,
141484_75492250_rev0,2025-10-14 18:33:11.580000+00:00,2.8968,2.9117,157.0,0.38001,BRONZE,60962.77305069444,
141484_75492250_rev1,2025-10-14 18:33:11.580000+00:00,2.81,2.91,157.0,0.38001,BRONZE,60962.77305069444,
141495_22018019_rev0,2025-10-18 05:05:42.970000+00:00,321.3077,39.1859,192.26,0.6073,GOLD,60966.212302893524,
141495_22018019_rev1,2025-10-18 05:05:42.970000+00:00,321.11,41.31,192.26,0.6073,GOLD,60966.212302893524,
141518_18513107_rev0,2025-10-25 13:47:53.260000+00:00,145.697,15.3302,113.37,0.34222,BRONZE,60973.574921990745,
141518_18513107_rev1,2025-10-25 13:47:53.260000+00:00,145.6299,15.06,113.37,0.34222,BRONZE,60973.574921990745,
